City,Year,AQI,CO2_Emissions,Green_Cover_Loss,Water_Consumption,Energy_Usage,Waste_Generated,Recycling_Rate,Population_Growth,Industrial_Expansion
New York,2008,275,8.2,3.14,176.82,7651.94,1.83,72.99,1.18,9.26
New York,2016,116,43.84,0.14,80.64,3686.36,3.47,10.74,4.32,3.39
Tokyo,2010,52,32.58,1.43,425.25,6547.28,1.2,48.18,0.81,11.4
Sydney,2004,81,11.1,1.3,141.74,2188.13,0.72,42.63,3.25,2.35
Los Angeles,2014,168,14.44,2.08,216.66,7654.53,3.29,33.8,4.36,5.32
Delhi,2024,276,25.79,1.04,435.76,1936.56,3.34,75.64,4.34,11.51
Houston,2001,141,5.77,4.32,127.85,1376.89,0.89,25.14,4.86,10.35
Tokyo,2020,145,15.02,4.53,312.48,2077.27,1.43,50.3,2.2,14.53
Sydney,2020,266,10.17,3.74,226.1,6332.54,0.86,73.68,1.09,13.94
Delhi,2003,269,28.68,0.63,121.38,7200.13,2.38,34.34,0.65,2.39
Beijing,2016,64,19.65,3.36,96.86,1909.42,1.85,49.75,1.06,2.28
Los Angeles,2012,223,42.57,4.13,351.7,4392.74,0.76,31.18,2.93,1.01
Beijing,2010,150,39.11,0.95,61.69,9060.27,0.69,14.73,2.4,8.07
Houston,2020,157,39.12,3.16,350.85,5383.65,1.68,24.29,1.38,1.74
Beijing,2005,90,23.72,1.85,361.85,2998.63,2.38,10.11,0.6,8.49
Phoenix,2020,271,7.71,0.93,294.47,8134.08,3.09,20.56,1.18,10.75
London,2009,221,39.55,3.24,238.08,2781.76,2.9,52.54,2.4,9.56
Phoenix,2017,110,32.84,4.8,379.76,2980.3,0.68,69.22,4.52,10.87
London,2006,275,20.06,2.89,297.37,4770.95,0.63,22.38,4.1,6.69
Chicago,2014,158,19.56,0.91,105.7,9528.58,1.39,85.18,4.78,7.98
Sydney,2004,242,17.6,1.71,59.42,8316.58,3.44,70.85,0.78,8.51
Houston,2000,139,36.45,2.57,356.6,3724.53,2.71,72.98,1.18,4.96
Phoenix,2005,168,39.73,3.62,366.74,2351.78,2.97,89.03,1.18,6.93
Phoenix,2015,215,13.88,4.93,447.37,3891.65,1.65,51.17,2.76,8.66
London,2005,88,15.33,4.34,496.76,5812.92,2.19,82.54,1.25,5.7
New York,2022,220,40.12,2.52,245.98,2608.08,1.63,27.14,1.52,11.5
Chicago,2015,99,22.81,2.66,214.7,9945.37,2.5,56.83,2.41,7.89
Phoenix,2002,120,20.73,0.95,172.79,7009.72,3.41,61.91,2.96,2.82
Tokyo,2007,155,16.16,1.6,390.3,9843.63,0.59,69.98,4.37,4.59
New York,2024,205,7.65,1.54,62.83,4769.72,2.29,66.56,2.51,6.52
Los Angeles,2011,186,21.38,1.63,54.93,2804.95,0.94,88.93,1.8,9.21
Delhi,2024,283,13.26,2.24,405.36,4441.61,1.3,84.23,1.27,7.72
Phoenix,2015,244,45.91,1.97,162.0,9159.75,1.86,87.71,2.83,2.41
Houston,2011,166,31.61,1.5,405.62,7630.8,2.03,76.84,1.94,3.18
Sydney,2009,52,26.15,3.98,269.62,8848.01,3.46,50.01,2.95,1.28
Tokyo,2016,66,38.64,1.86,468.26,4460.61,1.68,38.9,4.26,3.22
Beijing,2016,108,26.63,3.76,371.24,9574.75,3.41,25.98,2.28,4.04
Tokyo,2004,65,36.02,3.2,346.87,6111.8,2.67,81.82,2.92,1.56
Houston,2015,268,17.71,1.12,247.89,1967.69,2.74,35.27,4.02,10.66
Sydney,2011,156,47.92,1.5,74.26,2192.9,1.68,34.19,2.12,4.6
Chicago,2020,207,47.67,1.13,107.16,2429.51,2.17,69.66,4.54,12.4
Houston,2006,179,9.27,4.78,130.15,2569.85,1.3,43.78,4.78,2.44
Houston,2023,78,37.73,4.25,448.5,2450.61,3.16,52.88,4.17,3.07
New York,2015,216,37.5,2.62,392.54,2785.97,1.29,33.0,0.86,3.86
Tokyo,2001,77,6.49,1.56,318.2,3228.22,0.92,38.64,4.71,10.14
Tokyo,2001,219,10.84,0.66,476.77,6133.61,1.9,19.64,4.14,14.14
New York,2004,85,25.87,3.26,253.2,1370.0,1.27,38.28,1.33,9.58
Beijing,2022,272,42.12,3.33,93.69,6331.07,1.14,65.6,3.14,10.48
London,2001,288,13.24,2.07,299.03,1110.12,1.96,50.52,0.65,2.72
Tokyo,2007,122,32.31,3.52,444.79,5956.12,3.31,17.77,2.47,7.0
Tokyo,2019,281,16.79,1.27,313.56,2414.3,2.42,13.49,4.57,11.97
London,2008,268,42.16,4.42,448.0,7054.71,2.18,23.17,3.6,5.57
Sydney,2008,77,10.3,2.83,389.54,6143.63,2.39,65.7,4.66,2.08
Beijing,2008,130,9.1,3.94,255.11,5573.41,3.22,36.52,3.04,3.26
Chicago,2013,236,29.5,3.82,319.77,1516.73,0.82,75.54,1.13,9.11
Phoenix,2008,193,36.51,0.63,419.87,1756.88,1.68,21.69,2.42,11.12
Beijing,2010,56,23.14,1.53,128.45,8397.54,2.48,84.9,3.5,14.31
Sydney,2004,175,42.94,2.13,309.05,8316.32,1.05,44.26,4.08,14.64
London,2013,137,10.02,4.4,309.47,3069.43,1.38,26.29,2.98,11.14
London,2012,197,30.42,2.3,406.52,9200.39,3.35,59.83,4.45,14.47
Beijing,2012,122,25.68,4.64,176.72,7927.34,2.34,23.65,2.9,1.36
Houston,2021,285,15.02,1.08,452.39,6998.45,2.83,72.85,4.46,7.93
Los Angeles,2017,121,16.21,2.24,371.52,9870.62,1.49,69.8,0.85,9.57
London,2000,86,35.18,1.95,323.0,6299.11,0.83,57.05,3.06,9.56
Phoenix,2021,120,19.89,4.05,227.98,8302.15,1.81,71.6,2.64,3.99
Los Angeles,2012,191,13.71,1.62,84.49,2961.01,1.74,86.12,2.63,6.71
Chicago,2015,79,42.86,0.91,455.98,9271.24,0.53,10.22,4.6,12.91
London,2019,194,7.59,2.03,196.26,7460.27,0.95,25.92,1.69,10.36
Tokyo,2023,145,9.5,4.56,182.65,9528.97,3.44,73.94,4.57,6.43
New York,2006,203,40.56,2.72,118.31,2305.64,1.56,14.15,2.67,5.9
Tokyo,2019,273,46.69,0.72,83.23,3532.27,0.7,50.02,3.71,7.9
Houston,2005,187,31.46,1.1,71.56,9310.73,1.61,86.8,2.89,12.31
Chicago,2017,295,35.87,0.68,218.03,6497.45,0.81,13.65,3.54,2.89
Phoenix,2011,85,33.77,4.79,266.79,3409.93,2.05,28.01,3.64,12.21
New York,2012,126,48.44,3.44,89.42,9369.68,1.8,67.3,4.8,1.66
London,2009,196,26.92,4.88,330.79,3998.94,1.69,64.26,2.53,10.57
Los Angeles,2019,133,42.17,3.78,322.66,8148.1,1.43,77.72,2.0,3.02
Los Angeles,2022,292,23.85,4.88,389.58,5291.91,0.69,50.52,1.99,11.86
Beijing,2022,65,23.7,2.0,388.73,4256.05,1.51,48.74,4.0,8.78
Beijing,2006,73,42.11,3.41,315.63,4882.88,0.66,67.76,2.94,2.47
Beijing,2003,268,40.39,0.59,161.28,9709.67,2.46,30.08,1.13,1.34
Los Angeles,2014,204,30.05,1.0,235.14,2927.24,3.06,34.23,3.17,13.97
Chicago,2005,260,41.53,3.19,170.13,9470.77,2.18,43.83,0.79,13.66
Los Angeles,2018,171,7.23,4.81,80.86,7533.98,1.39,19.86,0.86,11.61
Chicago,2018,289,6.47,2.27,149.17,8855.84,0.57,75.67,0.98,5.56
Beijing,2004,178,17.3,2.39,65.14,7210.84,0.8,44.54,3.78,6.55
Tokyo,2010,143,23.16,2.3,278.05,9007.13,2.21,30.98,1.42,2.22
Delhi,2010,211,42.78,4.82,335.33,3156.24,2.17,46.02,2.28,2.96
Delhi,2012,144,14.34,2.95,301.71,7967.72,0.65,38.51,1.36,10.96
Phoenix,2021,143,27.0,1.08,114.36,4831.57,2.14,55.47,2.06,9.21
London,2000,76,23.18,3.16,129.25,5172.15,1.85,46.2,4.09,7.6
London,2000,98,24.17,3.23,386.2,8018.57,3.46,21.88,4.82,5.47
Sydney,2003,77,25.68,0.82,436.16,9925.22,3.41,15.38,2.41,1.96
London,2014,104,28.72,2.51,480.12,4016.72,0.92,19.26,4.77,14.46
Delhi,2017,234,11.19,4.65,158.4,7886.12,1.85,46.8,4.17,8.86
Phoenix,2005,109,21.57,2.08,376.15,1296.01,1.03,52.76,1.11,9.19
Tokyo,2015,190,33.12,2.75,360.07,6665.47,2.86,76.29,4.84,7.38
Chicago,2017,242,10.58,3.46,345.78,6698.79,2.43,89.69,3.93,7.71
Sydney,2000,186,36.94,0.38,145.27,9509.1,1.58,21.32,3.09,1.6
New York,2009,246,29.63,2.91,341.91,9533.06,0.97,60.3,1.56,7.63
Chicago,2008,295,16.19,3.68,379.34,2163.25,1.07,46.91,1.92,3.87
London,2007,290,23.65,4.17,372.96,8728.29,1.61,84.66,1.28,8.5
Beijing,2016,106,41.56,0.37,320.57,4578.56,1.33,63.39,1.59,8.35
New York,2013,107,10.61,0.53,166.39,8332.36,3.08,70.76,3.06,5.64
Sydney,2022,56,12.15,0.93,214.34,1546.0,2.32,20.27,2.99,8.21
Phoenix,2000,52,26.63,1.05,82.9,8434.53,2.15,26.97,1.6,8.0
Delhi,2024,77,28.69,2.48,387.99,6348.14,3.04,71.47,1.94,11.35
London,2005,217,29.72,0.36,262.7,7680.6,0.79,32.58,1.69,6.88
New York,2002,148,28.8,4.66,414.76,9447.71,1.5,78.18,1.06,4.36
Delhi,2007,268,35.74,1.52,390.58,2739.27,1.7,61.94,3.71,14.31
Los Angeles,2005,130,13.08,2.72,478.38,1492.85,2.29,71.11,1.53,7.55
Beijing,2009,112,46.28,2.42,199.83,7800.38,2.54,79.97,4.51,4.26
London,2012,268,9.48,3.48,52.02,8957.68,1.29,56.32,2.19,13.45
New York,2010,275,22.43,3.79,495.91,5892.22,1.52,22.11,1.05,8.6
Phoenix,2024,217,35.78,3.5,318.4,8184.34,1.17,47.35,2.06,1.12
Sydney,2017,103,26.14,0.33,392.52,6080.1,0.8,77.61,2.92,12.45
Los Angeles,2015,177,29.29,0.39,126.82,9991.92,1.23,21.49,1.72,3.99
Sydney,2005,52,10.12,4.76,476.12,4146.18,1.0,34.08,4.49,12.0
Houston,2006,130,19.2,3.12,114.75,2904.15,1.32,26.38,2.27,3.77
Chicago,2012,159,48.2,0.45,315.3,7475.19,2.7,88.26,0.8,3.88
Los Angeles,2007,164,26.63,4.7,302.74,5349.65,2.07,74.62,4.32,2.91
New York,2009,195,35.67,1.38,464.39,1092.22,1.37,88.55,3.38,11.17
New York,2019,225,28.85,4.39,76.92,2469.79,2.52,79.01,3.24,12.07
Phoenix,2019,104,15.97,3.79,492.91,8207.84,2.93,36.58,4.33,11.95
Beijing,2016,256,20.14,1.61,397.97,6109.59,3.48,81.62,3.86,2.71
London,2003,120,25.56,3.65,438.14,3446.26,2.61,88.16,4.95,1.2
London,2000,257,45.72,1.64,479.47,8236.39,0.55,74.33,2.25,14.32
Chicago,2024,235,35.66,2.07,276.68,2155.89,2.29,87.76,1.28,9.2
Beijing,2006,153,12.09,3.14,52.27,8699.22,1.11,58.23,4.78,4.39
Tokyo,2005,300,27.21,0.13,410.12,4806.29,2.71,79.84,2.62,5.32
Phoenix,2003,274,5.97,0.43,498.6,5741.81,1.33,62.51,4.37,4.18
Delhi,2005,268,45.26,2.57,82.47,5355.79,2.48,23.92,2.34,1.89
Los Angeles,2005,195,19.01,4.63,257.67,1460.17,2.81,11.5,2.86,7.23
London,2020,210,35.8,1.95,68.6,2108.01,1.32,58.5,3.11,4.22
London,2007,156,29.73,2.62,263.54,4603.18,2.58,39.23,2.11,13.95
Beijing,2022,61,16.9,1.69,451.4,2319.55,0.97,89.33,4.27,4.44
London,2009,190,31.16,0.21,341.66,9747.45,2.93,43.35,4.47,7.18
New York,2006,185,46.23,0.45,409.51,3318.26,0.66,77.13,2.58,11.27
Sydney,2001,189,17.92,3.35,162.09,6740.03,1.4,56.52,1.26,8.97
Delhi,2005,108,21.83,4.15,267.91,3285.55,1.27,30.39,4.52,11.9
Houston,2015,252,20.99,3.08,366.02,7971.86,2.86,70.13,4.49,5.89
Houston,2019,229,20.67,2.05,231.19,5937.31,2.48,66.77,3.64,7.97
Houston,2021,166,48.22,1.31,104.44,2540.35,2.15,59.5,1.38,4.44
Phoenix,2013,190,15.92,0.4,189.7,6545.14,3.45,19.92,1.98,4.72
London,2019,297,46.76,2.7,422.02,4456.38,2.17,17.08,3.5,8.19
Los Angeles,2018,239,5.29,0.43,400.05,8509.71,1.15,87.02,4.75,4.42
Beijing,2017,113,8.21,1.6,480.27,7934.2,1.39,67.89,0.7,14.37
Los Angeles,2007,241,14.88,4.98,420.35,1213.17,3.23,43.4,2.67,5.95
Beijing,2024,98,29.34,3.67,150.59,3003.97,1.28,17.05,2.69,13.84
Chicago,2001,294,20.2,1.64,113.24,6113.96,0.85,49.43,1.54,7.62
London,2023,275,27.71,4.91,215.73,5098.94,2.14,71.46,4.21,9.74
Sydney,2015,278,28.64,2.86,109.96,3545.57,1.99,45.33,1.1,5.93
Chicago,2022,93,46.77,2.77,116.72,4591.96,1.02,28.82,1.46,6.33
Chicago,2023,236,9.98,2.5,431.46,9821.89,3.17,27.89,1.78,3.86
Delhi,2008,69,14.55,0.16,124.32,1886.99,1.12,86.17,1.11,5.57
Chicago,2024,111,49.54,3.86,451.84,3075.94,1.81,89.63,2.63,14.54
Delhi,2007,110,10.27,1.22,447.32,2685.4,1.1,68.7,3.79,8.5
Beijing,2010,140,26.32,1.5,319.82,1830.39,2.55,88.33,4.14,8.5
Los Angeles,2015,276,39.41,0.63,204.0,3467.27,2.39,14.67,1.79,13.25
Phoenix,2014,247,48.72,2.96,89.61,4732.74,1.08,61.96,4.18,7.65
New York,2010,287,38.04,3.66,466.06,1657.48,3.43,45.13,4.13,14.35
Chicago,2015,289,14.58,4.39,56.1,8480.4,3.13,25.56,4.08,14.0
Delhi,2010,261,9.64,2.25,186.72,5796.08,3.32,61.16,4.98,11.74
Beijing,2011,190,46.55,4.87,477.53,9063.03,2.44,13.26,1.53,13.21
Delhi,2015,198,46.54,1.44,334.5,7718.14,2.63,47.85,3.89,1.51
Beijing,2010,195,16.62,3.27,162.59,1989.88,1.51,40.68,4.98,13.25
Tokyo,2001,171,41.67,0.34,373.61,4650.92,3.0,29.83,3.65,12.15
Delhi,2000,210,48.07,3.75,341.55,5298.66,2.39,64.02,1.73,11.25
Sydney,2005,186,35.4,4.32,432.78,1441.83,2.12,80.47,2.13,13.42
Delhi,2018,177,38.08,0.32,394.9,8649.94,2.71,14.39,3.53,2.86
New York,2005,268,24.23,1.05,492.84,8919.42,1.37,73.33,5.0,12.64
Chicago,2018,246,43.08,0.22,196.97,2991.91,3.22,58.89,3.19,14.56
Chicago,2013,215,8.26,3.3,306.53,5223.64,3.29,62.4,3.36,3.3
Los Angeles,2007,131,24.03,2.82,198.99,5962.94,3.37,39.96,2.97,4.32
Phoenix,2013,224,39.32,3.9,183.31,8979.51,2.7,24.43,3.24,2.92
London,2007,236,9.62,1.2,220.98,5799.96,0.71,27.91,0.64,7.88
New York,2004,188,28.55,2.31,57.14,3701.2,1.38,20.27,1.99,5.35
New York,2004,77,39.47,0.39,317.93,6350.73,2.04,47.03,1.26,9.74
Phoenix,2005,133,11.06,2.32,221.95,8934.57,3.16,81.68,2.52,3.3
Delhi,2017,181,23.66,2.98,415.73,1385.05,2.45,76.74,4.69,6.1
Sydney,2021,94,42.82,3.99,231.76,6856.73,2.95,27.96,1.45,13.17
Tokyo,2010,285,21.64,4.48,436.0,6375.96,2.52,42.0,4.16,8.61
London,2011,285,28.88,3.02,394.11,1465.13,2.11,65.8,2.95,9.97
Tokyo,2015,202,39.41,1.56,224.4,3148.71,1.67,20.67,4.85,13.33
Delhi,2019,66,35.92,0.51,147.79,3057.46,1.93,19.11,3.91,11.95
Phoenix,2013,289,13.77,4.06,263.19,8699.33,1.44,88.15,1.31,13.5
London,2018,226,9.52,1.19,293.13,6227.24,2.21,47.73,1.55,12.05
Sydney,2010,54,16.59,2.18,152.54,1905.57,3.27,63.77,3.49,3.14
Los Angeles,2005,102,11.52,0.64,464.12,7236.54,2.53,86.68,0.77,7.25
New York,2005,229,19.26,3.21,241.34,3013.33,1.76,89.32,3.0,8.66
Chicago,2023,130,21.02,2.52,237.95,3654.59,3.27,81.36,2.24,10.87
Sydney,2003,139,44.4,0.4,271.53,9854.6,2.0,48.98,3.96,10.08
New York,2019,191,33.86,1.89,192.1,8253.5,2.87,48.88,1.64,11.15
Tokyo,2016,285,36.44,1.11,174.81,4493.25,2.33,15.09,3.67,4.82
Phoenix,2015,205,39.91,0.34,167.62,3147.99,2.06,17.54,3.08,9.59
Sydney,2002,211,42.55,3.88,160.62,1685.51,0.96,76.84,4.92,3.9
Sydney,2003,258,12.08,1.61,92.23,5327.97,2.52,52.86,4.29,4.77
Tokyo,2016,276,31.66,1.68,294.36,1797.79,2.18,12.66,3.99,3.31
New York,2009,177,32.36,2.26,166.32,4609.71,1.64,52.32,2.38,1.26
Phoenix,2016,104,30.63,1.97,365.81,6844.99,2.04,52.75,2.31,12.42
Tokyo,2018,294,31.63,1.72,316.4,8749.45,2.88,15.23,4.14,13.39
Delhi,2010,183,32.69,3.39,337.18,2425.72,2.53,15.66,2.69,14.38
Los Angeles,2014,171,24.33,1.77,88.54,6690.09,1.84,52.91,2.12,4.19
Sydney,2012,120,28.07,1.8,114.97,5978.72,1.5,52.84,4.82,6.55
Los Angeles,2008,147,13.03,0.85,310.22,7726.14,0.82,40.8,4.09,10.82
Los Angeles,2004,145,21.98,4.32,172.55,5571.97,2.12,15.94,2.71,14.87
Houston,2014,229,41.51,0.79,88.23,4700.93,3.13,41.45,4.11,7.68
Los Angeles,2014,251,38.46,3.43,208.98,4786.68,2.81,16.89,1.83,3.76
Delhi,2012,237,8.23,2.57,142.51,8785.91,1.62,61.21,2.22,3.68
Sydney,2004,168,41.21,1.88,324.55,7246.21,3.06,14.09,0.71,4.68
New York,2006,206,12.72,3.24,74.13,9076.41,2.59,56.22,2.5,1.27
Phoenix,2005,271,41.74,4.1,276.38,6113.73,1.17,37.48,4.45,13.6
Tokyo,2022,205,32.12,1.65,252.03,5448.16,2.35,87.93,2.47,7.03
Houston,2019,203,29.45,0.86,334.38,3807.91,1.74,77.81,3.24,9.63
Los Angeles,2002,273,38.57,4.96,319.34,8609.17,2.88,13.53,4.79,11.32
Sydney,2002,84,33.82,3.54,412.3,5298.05,2.09,86.6,4.19,3.49
Houston,2014,176,25.02,2.96,259.59,5621.73,2.45,11.85,2.19,7.37
New York,2011,55,18.89,1.34,452.44,8686.41,2.44,25.07,1.29,9.12
Chicago,2012,121,20.28,4.04,416.85,6220.44,2.06,13.76,2.45,8.97
London,2002,292,38.57,1.53,65.69,6939.45,1.81,47.31,2.39,14.63
London,2020,69,35.06,3.93,306.84,8638.1,2.37,76.65,3.75,3.93
London,2008,65,23.25,1.39,354.32,4487.3,2.17,20.51,1.44,11.07
Beijing,2008,108,6.02,3.64,240.21,4440.63,2.05,18.81,0.71,1.83
Houston,2005,78,10.8,1.67,445.59,2348.77,1.79,45.91,3.49,10.16
Phoenix,2018,209,19.32,1.18,433.34,7554.16,2.88,71.6,4.67,1.57
London,2010,179,47.5,0.66,333.09,9000.13,2.67,21.99,4.32,5.19
Delhi,2021,168,17.5,2.33,59.37,2726.28,2.3,54.02,4.01,1.02
Houston,2007,257,17.42,1.17,87.09,5786.19,2.96,63.68,2.57,14.0
Tokyo,2011,58,45.89,1.56,372.77,2430.13,1.43,52.75,1.04,11.38
Sydney,2005,221,18.53,1.35,344.1,5348.84,0.95,39.15,1.24,9.42
Chicago,2022,67,21.13,1.91,218.46,8775.76,1.33,50.78,1.8,8.55
New York,2006,200,7.35,3.79,254.0,9649.26,1.06,72.03,1.0,11.02
Los Angeles,2021,140,6.84,1.23,178.55,5387.42,1.93,31.96,1.53,2.1
Beijing,2003,212,21.63,4.84,203.69,5211.81,2.31,74.43,1.34,9.0
Houston,2010,252,27.46,3.91,281.0,2694.75,3.2,64.12,3.99,14.86
London,2016,243,14.55,3.43,206.78,5269.96,1.24,16.81,3.53,3.93
Beijing,2005,58,40.89,2.43,384.64,2904.37,0.94,77.37,2.84,14.41
Sydney,2019,265,39.38,0.63,445.7,2387.11,2.9,66.1,2.45,8.47
Los Angeles,2016,225,29.57,0.27,101.83,5509.07,1.69,75.03,1.05,6.71
Tokyo,2015,203,40.31,2.06,385.23,3028.04,0.73,35.99,3.68,8.5
Delhi,2010,202,31.58,0.87,437.73,5082.78,1.19,14.92,4.09,11.76
Chicago,2016,147,24.04,2.33,309.39,8453.41,0.97,77.5,1.76,9.78
London,2023,296,36.47,2.31,496.47,1212.55,2.89,22.74,3.01,4.87
Chicago,2011,77,42.95,2.28,280.41,7364.97,0.99,30.76,4.24,11.37
Chicago,2008,182,30.47,4.45,135.54,5024.52,3.23,56.8,1.18,12.47
London,2023,187,46.52,4.82,270.85,3071.64,1.71,13.95,1.94,10.15
New York,2014,71,39.09,3.99,159.35,5528.21,3.5,34.17,0.62,13.25
Los Angeles,2007,234,35.86,0.94,455.81,4918.08,2.34,17.53,4.3,10.18
Delhi,2009,127,10.46,1.56,174.47,7388.85,1.05,75.87,3.02,11.03
Beijing,2005,239,27.32,2.45,199.61,9342.64,2.49,11.62,1.24,4.56
Beijing,2018,263,46.98,3.26,189.86,8330.87,3.31,56.15,1.5,4.39
Beijing,2000,226,22.47,3.76,466.53,8432.22,0.72,68.52,1.02,9.42
London,2000,228,8.84,0.99,69.08,6561.31,3.42,89.51,4.7,2.49
Delhi,2002,215,38.41,2.13,325.76,7271.83,1.44,41.53,1.31,11.34
Phoenix,2005,120,9.68,4.61,270.37,9800.03,2.41,12.1,1.4,1.67
Delhi,2008,228,30.24,0.84,466.96,7890.41,2.94,42.76,1.44,10.7
London,2000,256,8.35,4.26,273.28,2977.98,1.94,45.21,4.05,9.89
Phoenix,2010,117,32.83,2.38,60.8,9024.75,2.34,74.7,4.81,4.0
New York,2007,104,38.06,0.28,378.77,7686.18,1.08,15.82,1.18,14.42
Houston,2010,167,30.22,3.37,453.71,7359.26,0.62,27.88,3.69,9.92
Houston,2007,254,5.05,1.08,53.22,1810.62,2.07,28.76,1.6,2.99
Chicago,2005,275,18.96,1.94,496.35,5366.04,1.98,88.92,4.01,12.31
Los Angeles,2002,241,7.93,2.72,308.51,6497.04,1.91,55.16,2.25,8.13
Tokyo,2019,223,12.64,1.47,230.73,8318.57,2.98,56.32,4.87,8.32
London,2006,156,24.16,3.3,247.37,3968.2,2.61,42.66,2.33,1.62
Delhi,2008,173,49.88,4.05,442.25,9161.1,1.19,25.09,2.79,5.04
London,2019,123,36.61,4.78,89.45,7296.05,1.89,81.94,2.77,3.34
Los Angeles,2007,140,16.37,0.79,80.99,4820.09,2.41,40.67,0.92,9.6
Tokyo,2015,163,28.59,2.26,446.4,9999.33,3.08,19.24,1.71,5.67
Delhi,2019,84,23.18,2.68,75.37,3795.07,3.48,50.91,4.27,13.73
Sydney,2013,134,7.26,2.62,455.77,2890.9,3.32,29.68,1.21,3.49
Phoenix,2014,118,7.27,4.64,159.6,4718.62,2.76,30.6,3.21,14.38
Delhi,2024,205,29.31,3.18,146.21,1621.6,3.38,24.29,1.0,5.97
Beijing,2016,297,24.53,0.72,278.43,2803.34,1.54,75.05,4.36,8.91
Delhi,2011,201,14.5,2.44,63.99,8980.95,2.11,47.26,0.93,7.19
Sydney,2018,57,26.69,4.65,234.47,2641.3,0.68,83.23,0.94,5.82
Chicago,2013,259,26.91,0.33,374.37,7957.2,1.16,86.29,2.57,4.54
London,2023,235,31.85,2.72,198.67,5278.21,1.04,31.42,0.86,5.33
London,2021,167,22.98,3.82,216.28,8743.6,2.45,70.48,4.45,13.93
Houston,2000,80,30.6,1.61,455.65,2073.78,2.77,49.42,2.84,4.11
Los Angeles,2002,135,48.46,2.48,260.11,4403.67,2.77,19.47,1.7,9.96
Los Angeles,2004,180,24.93,1.47,209.64,4945.32,0.54,76.41,1.58,10.56
Beijing,2018,267,5.95,1.71,249.55,4363.0,1.12,79.34,2.63,1.64
Tokyo,2001,122,49.28,0.51,237.57,6651.83,3.07,89.23,3.97,9.32
Phoenix,2016,140,37.38,3.71,334.03,3046.9,1.23,82.63,3.39,14.32
Sydney,2015,166,28.52,3.71,448.45,2244.87,1.72,67.86,3.97,8.39
Houston,2020,116,49.73,1.19,93.57,4118.24,3.32,73.53,2.3,4.34
Beijing,2024,215,29.47,3.19,86.9,1704.83,1.66,36.64,3.38,12.66
New York,2017,119,39.14,1.6,223.72,8948.9,0.79,18.13,3.4,9.88
Sydney,2016,134,29.15,2.55,486.21,2739.25,3.04,53.57,1.91,10.6
Tokyo,2011,216,41.2,2.43,325.94,1551.61,1.22,36.46,2.5,14.39
Beijing,2012,148,48.51,0.16,175.25,7887.24,1.2,16.38,1.59,8.82
Los Angeles,2006,205,33.45,4.46,327.92,8194.95,1.71,20.99,0.89,3.49
Delhi,2002,127,6.01,3.55,416.47,7590.27,2.48,61.12,1.77,7.09
Phoenix,2008,268,17.1,1.56,175.3,4090.64,3.45,53.13,1.7,10.99
London,2011,154,39.41,2.27,233.83,9603.95,3.43,24.37,4.97,1.72
Chicago,2009,208,6.75,1.46,169.28,7856.97,3.11,76.38,4.92,1.75
New York,2022,280,25.35,4.29,379.76,7597.43,3.26,89.79,1.35,2.74
Beijing,2002,292,16.5,1.04,262.78,4331.4,2.3,72.16,3.15,4.65
Tokyo,2000,260,40.38,1.21,77.24,2258.55,1.12,26.12,0.55,6.31
Los Angeles,2018,218,17.87,2.25,362.41,4559.87,0.97,60.54,2.96,5.3
Los Angeles,2014,175,39.39,2.63,140.7,7178.37,1.65,44.69,3.81,10.87
Tokyo,2021,251,38.67,0.27,96.19,9714.84,2.95,20.4,1.34,2.63
Tokyo,2002,252,8.66,2.62,226.82,1748.21,2.74,16.47,2.88,13.5
Delhi,2018,137,18.54,2.42,205.98,3341.82,3.45,61.1,2.68,4.46
Los Angeles,2017,286,46.3,4.57,380.23,6280.61,1.9,56.3,2.23,4.56
Phoenix,2003,178,33.44,3.71,64.5,5619.63,1.62,29.29,1.77,2.14
Sydney,2009,50,20.79,1.46,232.74,2483.34,3.43,67.1,3.62,2.31
Phoenix,2017,283,18.06,1.57,132.86,8720.58,0.5,53.27,2.14,12.33
Chicago,2014,284,39.47,0.52,218.53,1628.09,2.52,18.76,1.14,3.38
Sydney,2010,272,24.05,3.65,239.38,7445.6,1.02,30.01,1.95,9.37
London,2020,275,38.91,0.37,378.96,7122.8,1.16,50.28,4.39,1.73
London,2007,69,26.07,0.32,283.23,9837.41,1.82,49.38,0.61,13.55
Sydney,2012,113,43.89,1.36,167.23,6929.96,3.06,36.17,3.9,1.72
Chicago,2024,281,42.67,0.25,301.65,6401.74,0.59,58.93,3.09,7.56
Beijing,2024,191,42.78,2.81,182.25,9348.82,1.79,44.89,1.26,11.01
London,2011,276,27.63,2.65,395.7,4261.23,3.15,37.41,0.8,7.51
Delhi,2022,97,26.13,3.73,354.02,8822.04,1.15,72.88,4.2,14.68
Tokyo,2017,76,13.92,1.12,175.05,5209.83,0.85,46.2,0.73,5.28
Sydney,2017,144,24.61,2.04,453.08,1742.7,1.32,30.8,2.2,12.06
Tokyo,2016,284,6.44,0.1,100.2,5582.64,1.18,21.46,3.61,6.23
London,2001,99,14.47,2.08,258.48,7841.31,3.13,63.31,1.08,6.59
Delhi,2002,89,45.18,0.22,186.76,6928.39,3.42,83.52,4.5,13.41
Delhi,2021,285,5.94,1.08,211.93,4464.04,2.31,61.2,2.08,4.23
Houston,2000,87,18.86,0.98,363.89,8765.35,0.93,37.03,1.45,14.86
